job,Machine 1,Machine 2,Machine 3,Machine 4,Machine 5,Machine 6,Machine 7,Machine 8,Machine 9,Machine 10,Machine 11,Machine 12,Machine 13,Machine 14,Machine 15,Machine 16,Machine 17,Machine 18,Machine 19,Machine 20
13,80.98469179948785,264.81207356759995,303.486441138758,70.99305287131554,132.18027146427724,117.21606200654664,232.90740588570418,195.1760612380293,90.15352681744217,47.75372842334559,183.58865996130652,106.15875146897292,437.4022666707389,193.0546609331995,186.65769668815952,85.144024105585,213.53445113909464,94.75399482964275,288.5170893800428,275.4512011117532
14,73.61426392373122,34.551369671444725,12.842585764804939,111.3879410846148,49.78527700500043,87.05735782175397,159.2389580673713,146.02897613677092,59.72603205641587,92.69652821323398,14.284446757088181,90.77349970656216,77.97243994638033,185.06759057958635,72.09359963536689,66.09776619740865,99.78032205351957,99.52371042330472,36.75920855394424,204.7631425890008
15,193.41372782256832,308.9989020590371,146.559039503662,144.82296859047344,103.99214713714467,228.59199466579696,275.1301698980577,56.042806620001684,390.9357119922465,89.23888452793611,86.8039460808357,126.95474260059991,122.59928573649938,359.653405053033,91.75083807948435,184.01092498965505,124.54431527601945,149.17942415356254,194.4673286798942,43.83274563245414
16,186.60843843890592,162.33864500342347,250.0893213296175,153.90549788556112,13.525627726158262,88.07185293587662,95.43144063636892,127.90329438427965,77.21602694259221,52.489533832541504,141.67981840410198,147.08646322197092,62.161055539147405,181.33052720587003,130.57180412852577,118.42547040931773,128.45374844443577,79.13983078763592,84.01214470831692,102.63979852270297
17,35.12293150964671,15.707108140067986,89.77727799595337,30.60100741995489,82.06316710925023,92.4958199557924,40.016640272013454,31.502568999966815,53.719606272144766,86.65595441777955,54.454340212001235,34.14769483389669,11.049695213066734,28.237217459541682,110.70161485379194,47.8018507708517,29.6139382000684,65.72053826051598,105.63088861186516,12.7309536853648
18,80.90201610118801,168.4887446449361,53.73763972701119,345.99221951651765,142.68496987974257,50.50195049253256,128.61136052776305,31.133873003794502,107.45956450979966,41.19391825289958,76.91531995542972,44.141442120980365,51.620081804243895,10.079625064913412,71.99274157038191,112.13692834049886,55.33298364804535,85.4421741769765,142.27614250043948,134.97998171152514
19,183.82525383599756,64.72520445972337,70.61003460908172,178.5393718621657,66.47788176093319,175.88558254202232,97.20166599170467,248.23119713184366,100.58343069853399,103.24972413150762,235.1362559455654,118.65623067481432,179.52594658188846,37.82887304423238,40.35710948584487,23.007442011336806,17.22173188060801,97.36512469197983,68.64855915671775,29.002240202425874
20,58.46374881689879,297.57021809431967,117.48337336043932,93.606056501551,82.91670174653218,76.26677208027371,95.29104186090531,57.334463516408185,65.64857715198885,51.581023794785054,92.64516908082872,20.615092902134865,77.32080817044563,63.509276690043556,28.050744305182963,52.97070816755959,139.5291193909539,29.74905515181816,76.99394625437142,87.19438174101738
21,71.35346173641214,72.12048284521353,66.08112279200797,62.608802971253915,49.13261089765732,11.877476988618158,37.35854733496901,17.78402866491079,94.2169019671636,23.50384013500057,70.5534264632636,61.230271554552075,50.67769232848557,82.29185542393755,26.547416594427922,59.25581900484945,98.05447825891243,85.52549208264617,103.9317530113604,102.72182289433296
22,63.24812634203551,88.54979912726175,30.87823787981471,109.08086494270505,101.38944893924194,32.42766186576838,138.73819950203577,167.85739383251868,138.28860957273517,155.79542678606967,78.94733483295386,85.08431838729211,22.180324471441324,289.10081233637766,138.01862823470714,80.66654397023451,28.447806290044998,132.32094521460093,86.49396486235486,92.27673333363028
23,31.507274165696444,22.779824262187685,13.204540548274732,33.990582883373285,66.31290023589622,112.65691921810865,77.4450432828753,84.14541918581298,54.150249401917215,74.88635077391083,212.07198867020475,48.28956536375354,82.16641960792761,138.3838019857532,72.00096201238077,59.353914053179366,103.6486135725567,58.410639905034664,175.37253327138012,51.560254964395774
24,139.34618371432722,156.13126222966048,59.74222771094858,198.42353234503824,192.54076245732733,335.00154977816476,60.28593402024918,100.29107376431226,212.31531813352,116.71332841672537,322.0281896872426,180.5862968041572,124.84325303577748,168.09314164642754,121.91727038665518,144.39268315947507,139.6312989508982,30.44517048941935,138.4959583273191,95.36089123509542
25,112.9925652128502,83.08881680523857,93.51771916823954,148.79240744356085,60.313212966925455,200.36582339439596,69.05207866177214,205.13667230246344,85.52849053617408,278.84276494190203,101.43691713043978,79.41460968232637,123.5518747493071,109.17484767377654,99.21314662403068,289.137677931549,140.82142648595882,104.90409954174883,89.53898908053472,96.92093592350464
26,63.292818492285704,156.2937824436792,24.119052406765437,52.3523352622506,79.70218956720977,84.34933498655086,20.036690369693364,24.141918225641916,17.505070808445193,64.89006688771047,72.78962526302332,31.404489694486465,35.16015617391283,147.04638102370245,34.35265630913832,63.292912337126694,129.28878952725614,159.13617567676795,40.562470573385376,14.060564584004968
27,132.3647892349092,59.41064555223914,149.07167437875054,43.673846202687876,77.28538844637353,70.22278649615825,99.65040336604854,83.6100857435871,43.53103894089389,57.536266179776135,81.28596264070454,99.77408696002963,31.430885541029152,48.52319908796951,184.27997697477994,48.37391365814424,78.94203711208463,152.67830849701693,16.255275289812538,125.9872258445406
28,19.23993194672261,25.147366666002664,23.018373769481236,47.00831389777639,94.72104229807944,12.649674169188405,47.99120573871296,7.758819499998119,27.04669187238053,22.185684068814435,30.680720705599686,13.919169714845205,12.498785320930683,31.92898327246447,23.316424667512024,27.479803259594767,6.981529093751308,43.113544024573564,103.95088124110451,24.99905724511225
29,147.05327924720868,92.3157137066164,109.39421495276848,97.05666938708886,135.04348766341474,144.60835825266847,320.51207729669596,225.40100653960607,219.1289236669796,74.84666051332485,144.3030635858318,106.77542546780086,90.97526305160257,273.5688254778241,88.69998970585958,221.48312457942995,160.44402500510606,273.80720103803895,116.45046231167696,105.5729237062609
30,200.53334324504033,144.0411379554717,95.69685167049565,161.39334966178825,146.5121936207274,113.57116516209078,88.62199109735836,256.7659375251859,166.1825084623513,188.6386043416464,84.13995141828104,31.390291920450625,95.01014162335618,178.75062002097832,35.84690783503101,327.59500356442646,210.63461214272638,257.18440619999177,130.8198974066261,97.80978573970016
31,180.30032578377734,129.14522859114302,44.51621819697986,146.17924060409987,49.48058163279517,207.76160346768427,39.430096980363764,128.48211592866505,66.10856330193775,235.94120911231835,196.79843093910415,66.21159726577469,178.32760889731628,27.48097638033205,52.3009553850217,205.44289970488347,74.85328985214025,104.11378492569476,59.92759204000706,119.82095942384026
32,64.94434331091622,41.855601868103726,33.11434617431724,66.60417935806036,72.96388273505654,31.561467952856074,75.18389163483525,53.07869303092629,84.32972353371791,86.40479544467479,95.53899588116637,88.54167975507538,13.664546309619533,77.96646667515762,69.40704056737567,9.893492658431999,106.90658394860081,57.17893606572674,49.63981167539369,94.58688209847745
33,176.24461885208277,126.34712158953299,86.0248615853534,70.07880419446796,76.39730859211888,40.25722972057356,79.58567114352104,43.74807108245626,91.7982657816613,43.01199514189305,56.681596877038054,37.70685774453076,45.07493061027468,46.090800472945325,131.71489048599886,177.0124379168774,51.204760555225526,39.49365193781399,47.493867110528804,109.07394254082952
34,138.48138521167914,162.77402459204703,291.3817357955655,38.315978402673004,275.68593691031276,86.6835291359537,183.06245090161477,52.00818254591921,93.28761161847667,98.17756654382045,129.8925462728993,87.30189272039136,209.53305065253082,57.937893693895695,216.99590463237124,106.47484576314613,168.67281632510662,165.7725688324254,52.144214957555704,223.18213554386645
35,108.05112488442546,69.07200249524257,52.81398198301849,35.10026790235469,55.81292422044763,102.9031966326408,53.00853646575099,68.21852842457747,52.8455581336305,102.0787057622989,17.427466558617606,80.10466925132025,74.46664907181462,103.29920473653132,53.910967951691504,85.92847723057963,21.386156632876492,60.09764525175066,30.39256367642842,115.18990797524573
36,25.59220834953831,131.88789380106968,57.70024802653382,144.6041898617586,25.05483919416665,39.23026186817208,144.42991988038708,77.16506278290242,61.80008786146505,10.593136993847441,33.57617912564041,108.57241351763972,66.81221837702007,46.506695596159304,47.43438860863531,30.616817131908423,26.98159895014041,30.483508338319403,6.670838835507405,52.066506852410015
37,94.85999024546538,128.0991196312459,54.44077072271086,43.608557604450496,95.33360690362987,64.33291476978096,50.74366475016775,57.546229687916295,98.7794696241292,98.37854450004562,146.0454844283962,67.5272645509308,242.83147043460582,108.43743945241384,102.39614984535154,53.00994784963119,61.90622360170312,171.61566999164435,131.78654132032054,153.5166234587245
38,56.871335323930545,22.53162497267207,36.830754630729025,70.44042611330448,75.4284412075106,35.105703796976556,74.95460711730247,117.88726804221908,74.63851857660502,203.94248221307225,46.58729558667119,80.56566634210049,51.41065149405539,29.437066187839115,16.84565750002981,66.8476815432152,83.87805496730998,35.373893323274366,41.95542636752274,26.403370703895177
39,31.525503231962844,51.463849573241525,122.08541636591885,38.22200423854534,82.63460564356191,82.55078130786558,18.678534559785025,43.629574244660056,33.972718828102266,20.72686108290733,12.879402897511092,89.06226576085464,38.69887957651002,6.030057875979287,90.10802314702947,47.126296702722755,230.44508929814685,55.64853629846935,54.18709448572953,62.23615841588539
40,240.32389736264406,91.60740036697824,48.187116286114716,113.59050028748462,18.07229310084165,57.6516424375061,91.02621000396034,80.04679313107923,48.495339383227986,118.8967307274915,105.5349044791066,70.03600322070098,122.2456573474956,44.62627141245658,143.26867896215958,73.47663285979078,97.97669435099696,58.84818103904918,32.848637398092734,79.2865676768859
41,109.16882956712752,153.52476465119597,122.45051585208155,50.70643484400343,124.64285588254532,27.28359539723528,107.68067568090164,87.95218475084403,52.32799286120196,89.26646151764362,73.62306884199083,42.56025287439334,72.94826430500424,63.0844782326755,71.87525840558352,179.65545532241845,56.05482429157522,64.66620390027524,145.1725422916772,106.40496323244956
42,85.23007323656293,86.14753820961191,73.53334597601561,112.60018455003393,36.03346396957228,56.994348625382564,13.938337695036276,55.13344692112466,168.01836483326127,44.17665350475037,45.01066176206957,55.11761463442829,45.552954851878695,24.111265401841088,78.89270310255742,208.93082915442838,38.580132554655435,115.35967384812787,45.537904002269585,85.07328222140937
43,9.901091116454463,85.62449097736378,55.84774400918004,78.90274080326479,74.39366786326126,110.83982583496488,30.571052991169235,68.6243778806878,41.20168164772634,34.108711470137784,18.404808422103272,83.52650368218178,58.81575835618809,110.07323078060719,83.96791058225665,47.88173001678544,101.05441255204471,47.50075222252611,18.20039261687127,52.69043471539388
44,140.91003105250087,75.17955242702433,120.86816638741149,128.59373252294654,76.62360213050358,100.3462096350092,100.49781533164985,86.85778314250213,161.49357978159173,199.9390026667072,161.05661468161446,196.18777745365313,167.21283275132183,98.79552544106754,71.82447091814187,144.17381167362052,79.20559962583377,198.18639252451248,231.04974069181227,94.84158260299073
45,143.75060806866625,63.92780473212214,27.72777631678573,85.15445253307935,182.3828195892572,30.123428184823783,97.8544831856957,187.98589328846694,93.13739503077763,277.0420699120189,127.68481655081536,117.41266507692252,95.12222482847233,114.41913255011957,36.50672906978349,70.29695400546694,94.85630230546057,92.6459515076996,55.90505890391612,101.97395631546526
46,189.1313607226261,192.8482899559193,140.35828079462183,81.68525091490481,132.4799358997125,177.00522615246712,143.7827667187397,175.75524844891413,152.175744533199,124.76588305318795,181.67409111927253,60.482779862907336,202.33128799692088,128.34185853204318,193.7712595569057,150.59289380007664,323.69788765106597,79.10691849909334,243.66682270922183,341.5066654045617
47,28.867417636529996,54.6814284248928,64.67179635500125,31.48757374633425,117.57195691042897,27.50686749963276,37.19293509695179,80.41432073128183,23.91601943460377,48.18398857338523,22.388070580365042,96.88622056314985,73.18574491924501,10.73050857256188,39.324886067107386,40.00921870050734,48.85347810680044,63.42218649224958,115.73323975468577,7.5228988377511605
48,162.44241839945605,115.5927268790276,63.33278479724733,66.62473217453385,95.81864252215189,75.26694805723464,158.2721215795442,45.21789108862818,90.06433629678769,58.77590026779779,190.15270027769105,178.03234683913863,128.25847731895473,141.70595945038286,238.63799555608492,65.88384745749191,48.67506474584652,55.86933925391219,49.104848343394636,75.26801068209697
49,141.93054832539465,101.22953231429115,67.28375201236308,29.562723464272,18.072946898754925,111.33289139186063,71.45925005524457,148.67896322340482,74.3245530452299,147.25895172620207,125.74312890156723,144.16671379958746,132.9408800926259,54.901359653041204,188.984719891009,107.90218088092406,160.9258224349564,100.41317567314155,167.137583580854,37.792406541248425
50,136.8803796259937,95.12241555082836,25.11432231960932,25.9335062957453,7.4215976308929985,222.4027178376376,121.02161638818065,72.47326222140659,22.96911921903002,65.75867621812957,65.37655444875728,30.909767708512078,148.9109105128014,114.96496164344796,67.66275174322439,42.329441721464,12.66017563068248,35.86054227936372,78.10732972814118,93.23100432519155
51,83.33042946451201,46.43991339744936,78.59201521977963,33.259107565113304,83.14155427936896,41.33624298213055,70.83218185600151,49.93626972517701,49.01840086049274,71.76944117282345,134.55346892927744,64.56938119638541,100.14786441475857,42.936384083665715,122.12666221117618,128.79399161412354,54.11220423547383,39.02720130561879,89.58734770209875,68.29376559601945
52,54.43267964328161,28.348921020343163,11.717313654348112,11.549699729825313,158.13405713124004,46.49902842159776,8.402646094663009,121.98516561005037,85.96212412680212,171.28908461715235,37.2515291268855,59.190880859107054,59.865475563557226,73.58946352467014,48.68672165267354,32.63722076153875,32.23505310126428,37.732044182170924,108.12383034056523,79.96742881610784
53,116.21651614968123,21.670390410026734,148.59472059460631,51.61200921690184,55.47491307782769,43.89486359953109,42.799880718668874,38.76828033175388,129.17508725391053,41.819045679224764,43.54019146708759,111.70611303549526,44.63771669774889,21.088276419194532,145.57256885635655,26.301235958787906,153.23188069870554,114.09296764470797,70.6836833772793,161.69968249022207
54,63.35361641210014,46.947783478416426,72.60644406423508,113.45776766332466,88.44870204582494,128.32548314402086,94.9032495417803,36.8075373517541,68.8994463668828,91.11588685554221,197.442185532077,60.421140083818784,62.60552440645619,22.68744850070946,104.32311991212907,88.19936046310615,22.607593988390335,74.01483948513211,167.49025471595112,97.84612557724078
55,228.92293775396772,131.8621829084493,88.60554664442236,255.24324723898746,228.741101675176,152.066295714721,165.15193853243363,29.950652700374352,92.86166662828568,58.4397768231519,86.43265504072858,161.01158675694757,140.4104080619071,252.35433765780633,100.34134047513932,102.23710042909411,212.8761772936945,136.0264584098319,214.66645740688318,180.53203918557122
56,43.307224408306034,120.2202698472686,33.49615363165728,42.464309754715806,19.118646296816806,165.74341476438408,22.583637227945037,105.72661959104325,19.291818189909336,69.64523038440653,32.66503017833843,46.369986148261546,113.78354681039497,54.18055806002544,35.341614409963945,110.46861641517941,146.53563958650312,94.02248460030692,103.51990772538561,130.23280333411876
57,57.01445387424725,42.348156839067094,58.147930433405186,146.10051812178259,121.25403022315248,134.46311106436877,54.32485079200565,92.4986662723566,49.972705272773496,46.854785955484175,61.218324117900075,37.05081025744707,87.65016864019648,57.35656138796654,57.518889486629824,103.69621415147328,117.36484014370808,28.930611235745737,54.806796796346745,68.27529019861582
58,82.4007101635651,46.77555413358472,118.95796751378748,36.67221799353756,90.37645424524804,130.2627179023295,53.512224760874304,143.5390070952285,136.79612624808777,11.274216451774086,42.12619096344241,153.35572809951756,153.54416988378458,106.43191710442865,57.81664986031138,112.53634379955945,112.51957382348812,151.08712969269553,113.84210059998823,134.29392252090148
59,36.08500618856351,101.23140298845983,39.901486541490186,96.24818979957723,115.44478981223844,29.19495613986159,21.509292734247737,82.99081775386988,45.11935589038817,75.51646410597377,69.13036687625846,78.99317764880398,75.72523159880437,107.75927336342912,32.81175605262754,100.78040289558848,58.700669379709396,40.43997916841839,146.57635828073597,77.90095013818285
60,88.82369170380198,124.89095252157003,214.7757194295043,167.32446085458074,120.42054082819512,342.3449941176577,21.478896570604515,195.11044722481017,55.98163327614424,272.02507696580625,183.4102126079787,266.46146373124463,232.3376647030193,134.42454643371957,138.46289701354135,52.73065764765079,219.22532375520672,181.6037211943732,474.9827356409005,116.09321157467367
61,79.41636242740663,205.63410225194255,129.10622073251676,74.69058352939126,70.69133380055588,123.20090031006013,70.25713002199453,81.80628300921947,42.00569104351231,135.2463682795718,114.5951134505617,284.9454293540041,190.143557992085,45.78211729108137,28.1573290597431,247.42396913622815,96.60761119723203,226.13148864335497,114.92247331788361,187.00967700058274
62,75.11707474599429,220.0489411499469,45.508234392774845,128.92061830173,97.25034659664797,225.69919918608673,129.64478155065297,212.98148967219115,51.976463911954035,117.96600478627451,81.50875362358919,139.8872171601888,103.98066242489028,262.69953937858764,64.86875713271205,96.2414223324072,155.6331892153565,218.05999721151608,141.76724598072133,180.2726133457886
63,69.32788605090843,4.167065536258613,47.3836880660346,128.22198302482033,91.10692514889193,246.36663435763668,53.42165939128556,70.51911871314903,126.07436258294551,125.3915811591927,19.767169984384303,213.89837294113892,129.92630176525086,56.79306798644051,174.7222696872881,56.03315803236981,123.74239834091864,68.57424159004674,71.74278137376123,84.71595511728773
64,75.97568217884937,32.72379195580659,41.80285174130057,57.70096547809527,142.85047668465242,47.2709829388684,45.1240662905707,92.24479002586574,28.34194130123152,55.55765386195138,41.275412227135654,69.42524007378239,60.39069871032987,107.61205714470267,61.62254367061206,61.38824266728389,37.50802365102711,38.727345281072246,90.00177501012628,67.25870920195774
65,34.58885525702022,16.812816795186666,136.18079924412166,118.4058071503917,20.815159998427532,112.37081901694643,60.042586339200795,51.68380914073995,64.18540923264594,66.15338021744724,31.549041509138434,56.369993696566176,128.2300144784907,53.04586354276146,60.11177705356088,102.3364828022048,133.9777027637806,26.434190177884766,32.22542595967369,49.521693771939496
66,289.26470773362337,113.59441948109111,122.56203250085827,64.880044761345,108.47120293552891,103.52351750336598,86.97476843299185,193.49018968180704,111.51221816260887,124.89763792619325,134.47840063694005,156.5214660875184,168.91922802072415,118.35070442229156,89.5572460617767,253.9262839345684,176.98436167893288,49.933382443631615,160.71008829185143,234.7189257076129
67,45.12585455068584,225.42983594134898,58.16078835852169,120.77904439544781,176.13450079854894,162.54388738323422,144.06540626331275,46.292800116593305,76.52734118176012,33.664759474331035,38.57556886145724,105.06148670686896,102.31454770867249,62.78474173951582,89.71231133694573,76.58956094279034,87.18995226050384,29.423356314285073,50.16067150541023,42.4101691698741
68,41.055550515037574,48.361214685961706,72.90427354398743,61.25372585686447,28.023893184423727,29.722787955005263,56.51144414939319,109.17754125160367,132.43084415604372,58.08860583180721,47.096910622667245,24.80494302931697,61.339465321627024,55.7473825016992,61.019579961831404,19.402340012113374,19.721172022898333,32.69002014786759,82.02148999134386,62.648000267795524
69,164.16609167944787,246.56807606288044,299.00437615158603,98.09931879015103,116.45412593108205,116.21650129951699,210.28794442200956,66.4111820495994,88.58259160035945,76.8776243827426,44.55403049566812,61.973487757683905,60.77699913180338,38.0149110647456,113.54880795030614,121.04703477334105,68.73379221818314,77.61035833902946,235.81958207529883,102.2006244067036
70,34.31171529432098,56.16612104421722,136.40748115922838,48.97244925568614,99.28539437935464,145.9504262136003,53.40556490298347,63.00493670060176,130.52532069590413,58.01865194078666,33.52123340328435,47.90035107621345,95.248087407626,101.78389711060848,34.923969786934656,50.05993868878258,41.300580865466706,170.97037787534683,67.20279836242734,51.00388156683999
71,78.03769878850413,69.6718024854939,109.70168158909318,127.47137102328868,46.48243678440855,54.116826108691505,90.88663161163856,97.97217125665877,79.13989005341413,166.11145452038716,48.63598027136867,187.02036910988926,104.5554664200127,75.22039715949428,95.01538652775928,270.74321699347394,76.02877857927726,131.79474042336966,178.69307726619363,45.43326037375863
72,94.43925918010906,138.00443885031805,165.23665731702266,66.08141811778866,67.35250673136866,132.0620803473071,126.26739101856477,216.8416103018309,123.66308432857322,88.32727900628485,81.95994650214858,160.6618420055572,111.09950457173639,16.851401996329198,85.04427198292265,140.86888251157893,154.38413296861984,88.92412262646141,54.310120008009456,171.6299645496709
73,37.333597446418096,69.02471013996352,179.43947879202582,76.53301506110674,50.9609728547457,102.75368499731533,38.047864177309435,73.4312204346455,38.34306472694823,115.56385742206224,112.31969664394433,71.75426299121882,49.75372925827762,15.475072166001317,24.24160913311728,25.780233672410972,17.44764178371577,60.450282224407694,46.309154934059706,104.39450315329712
74,11.298771488577634,41.67114287681261,70.60530252898491,36.7273615917704,16.897587365011567,84.57294218977476,115.74123384638334,18.19993610622907,52.30042096052646,48.052912717659815,83.17620903877958,106.85333518363144,126.547683360313,26.750737382211245,61.115813582742256,53.48612012107149,103.36494461340645,48.39266200188591,46.55544077750079,56.66754924061489
75,122.74082550759373,68.48724753171388,98.6883101564607,178.4254975765421,101.43468665080245,160.88561432534303,91.51156824658376,159.79249822085248,81.07644371294515,47.51104509405561,202.2143969468823,113.95435288480411,37.50138439307721,82.36461587839729,47.506482854513706,119.04077439421856,84.2131613048994,89.17629615086386,144.38623757617123,223.9445652447034
76,28.94835865360174,59.821632021089165,24.178140475847243,49.43936149739307,22.14341035189788,33.653467355863974,43.2609580658454,100.64614222398833,61.70343760668147,32.453669816194406,55.41834727710625,63.818985314556045,49.24409883140346,37.86471229272442,129.91022056153204,112.02421788602153,27.02592879251221,88.1857634444993,69.90095500664552,49.43106052083951
77,67.36248378313327,80.78609032120033,145.39728664887105,85.8794274007867,172.1673131739879,152.0847750720224,112.4557668127931,253.0187599788387,188.7982096146014,20.947866585854822,90.18542687704483,123.45616998374389,99.80058620541153,7.923697448139737,107.38798386715402,117.65593829822704,34.42811791292892,90.73006345377007,59.61658311888354,128.7984830148666
78,206.38243197136882,118.26019890998613,52.4088313760085,41.210314910407156,257.0049483412401,239.0114205411031,183.09349836005998,235.84383449150437,61.22003852882189,82.76922142985912,33.931375623533256,173.92313300669412,175.16179225388126,72.6617537195594,133.10745429141815,80.10233022249855,252.3274501544148,146.7589458816397,41.68916062565509,278.31135951047395
79,132.97914807529753,199.39990836210714,13.33406108787807,126.70487316944917,77.93298234451849,49.529067499372786,49.37501545715199,99.1376442263899,47.227163207504816,117.69534323588745,67.11411329947948,19.49850735001132,153.19922403309923,87.17130245489223,48.205342274950524,232.26037644788275,119.32831330577856,246.43825891896697,97.48896222586133,98.32090571549152
80,145.81114776720958,123.16598317592774,86.15426190646718,455.1296400710271,23.393882932477446,144.97218213908837,123.26601547428054,125.26510149057596,338.7987203749009,100.91795560036483,112.11011191410635,234.62010304335928,120.12186011228333,84.25587796707116,88.24075024835484,196.5998061089044,128.12694261895453,163.85070065402536,152.86578062039433,54.14804076085582
81,55.5003566978133,161.93141539618875,87.55268597133059,47.502959130942216,87.8813965479234,259.03197916433203,101.20116988545817,12.249743157727194,124.85201251834704,116.79387752349231,89.89003724834548,166.7837912523658,116.44583549605233,222.7802379979267,127.07119974198484,166.85445240122334,61.27090586974663,120.20243570485155,154.47610906023198,99.56917356856958
82,175.08774302848184,94.11304520180929,37.9925036715369,26.277573573366844,150.83552753645543,99.61395996376854,93.33023462103344,73.06785461908517,94.57637813767265,104.72722186815096,127.55931844036111,71.51591143673805,154.52941043381284,156.0792475670634,85.70278304538871,163.59496538638498,105.15339858544978,50.546205897143345,105.84011540885683,52.0750532688794
83,166.59994147944607,90.37200089550473,20.96364377279134,79.11442123736208,64.81302778518099,53.47957971239078,64.3342347731627,46.70317343873031,109.69919386063332,60.28355879292109,25.11233165235199,158.7816379378568,63.94676524888112,54.94353219668108,174.92734186975102,86.76492713200712,57.50793903340339,61.70879723285233,44.71302222263442,11.974740366874471
84,178.87729053475536,55.0418883300484,143.06435006342605,164.54450883292404,35.94387674116698,248.77124074254252,208.42636036666272,83.5376034678459,46.498121408671665,34.17911089769257,225.1498938013335,167.90648961498394,77.05068346618263,77.96832579591329,56.02734669386444,120.26416275481834,44.64958045580086,56.00715025826267,60.61504922945575,220.19342524729342
85,72.1823163419806,130.51169516587052,13.39457221620626,39.48680452651875,29.423606364088002,15.698502043666933,26.42494117698222,8.473288715804284,30.662355677106973,32.03649242492915,3.284565729336851,44.35575188358509,72.57043796856479,37.43763191736546,34.464299185188814,51.44097890855101,100.58799607026668,37.66639383215194,11.650163125037869,32.11421328053848
